,Date,Country,City,Perpetrator,Fatalities,Injured,Target
5655,2019-04-25,Iraq,Khanaqin,Islamic State of Iraq and the Levant (ISIL),0,1,Private Citizens & Property
5656,2019-04-26,India,Turi,Communist Party of India - Maoist (CPI-Maoist),0,0,Business
5657,2019-04-26,India,Hariharganj,Communist Party of India - Maoist (CPI-Maoist),0,0,Violent Political Party
5658,2019-04-25,India,Annaram,Unknown,0,0,Unknown
5659,2019-04-25,Iraq,Rashad,Unknown,0,3,Police
5660,2019-04-25,Pakistan,Kot Murtaza,Tehrik-i-Taliban Pakistan (TTP),0,0,Government (General)
5661,2019-04-25,Afghanistan,Dashti Qala district,Taliban,2,5,Military
5662,2019-04-25,Niger,Inates,Islamic State in the Greater Sahara (ISGS),1,0,Private Citizens & Property
5663,2019-04-25,Somalia,Sabiid,Al-Shabaab,Unknown,Unknown,Military
5664,2019-04-25,Pakistan,Nasirabad district,Unknown,1,0,"Military,Transportation"
5665,2019-04-25,Yemen,Taizz,Abu Abbas Brigade,1,8,"Military,Private Citizens & Property"
5666,2019-04-25,Yemen,Al-Jomhouri,Unknown,1,0,Private Citizens & Property
5667,2019-04-25,Yemen,Maqbanah district,Houthi extremists (Ansar Allah),1,0,Private Citizens & Property
5668,2019-04-25,Iraq,Taza Khurmatu,Unknown,0,2,Private Citizens & Property
5669,2019-04-25,Yemen,Buraiqeh district,Houthi extremists (Ansar Allah),0,0,Military
5670,2019-04-26,Philippines,Beri,Unknown,1,0,Government (General)
5671,2019-04-25,Yemen,Wadi al-Qadhi,Houthi extremists (Ansar Allah),1,6,Educational Institution
5672,2019-04-25,Philippines,Las Navas district,New People's Army (NPA),1,1,Government (General)
5673,2019-04-25,Iraq,Jurn,Islamic State of Iraq and the Levant (ISIL),2,0,Private Citizens & Property
5674,2019-04-25,Thailand,Khao Tum,Unknown,1,1,Business
5675,2019-04-25,Pakistan,Sultanzai,Unknown,1,1,Private Citizens & Property
5676,2019-04-25,Afghanistan,Kabul,Unknown,1,3,Educational Institution
5677,2019-04-25,Thailand,Kadunong,Anti-Government extremists,0,2,Military
5678,2019-04-24,Indonesia,Nduga district,Free Papua Movement (OPM-Organisasi Papua Merdeka),0,2,Military
5679,2019-04-24,India,Imphal,Unknown,0,0,Government (General)
5680,2019-04-24,Syria,Jayyid,Unknown,9,Unknown,Military
5681,2019-04-24,Philippines,Hermano,Unknown,1,0,Government (General)
5682,2019-04-24,Philippines,Shariff Saidona,Unknown,1,0,Government (General)
5683,2019-04-24,Syria,Jisr al-Shughur,Unknown,17,27,"Terrorists/Non-state Militia,Private Citizens & Property"
5684,2019-04-24,Afghanistan,Anar Dara district,Taliban,9,0,Police
5685,2019-04-24,Yemen,At Tuhayta district,Houthi extremists (Ansar Allah),Unknown,Unknown,Military
5686,2019-04-24,Philippines,Bitas,Unknown,0,0,Business
5687,2019-04-24,Iraq,Yathrib,Islamic State of Iraq and the Levant (ISIL),3,1,"Police,Military"
5688,2019-04-24,India,Margherita,Unknown,0,0,Violent Political Party
5689,2019-04-24,Somalia,Bosaso,Jabha East Africa,0,3,"Government (General),Military"
5690,2019-04-24,Yemen,Zahra,Houthi extremists (Ansar Allah),0,3,Private Citizens & Property
5691,2019-04-24,Afghanistan,Ruyi Du Ab district,Taliban,4,3,Military
5692,2019-04-24,Afghanistan,Anar Dara district,Taliban,16,Unknown,Police
5693,2019-04-24,Iraq,Tafriqah,Unknown,0,1,Private Citizens & Property
5694,2019-04-24,Cameroon,Kumbo,Separatists (suspected),Unknown,Unknown,Government (General)
5695,2019-04-24,Pakistan,Ghalo Tangai,Unknown,1,0,Police
5696,2019-04-24,Mexico,Sierra de Zongolica,Unknown,3,0,Government (General)
5697,2019-04-23,Philippines,Butuan district,New People's Army (NPA),1,0,Private Citizens & Property
5698,2019-04-23,Yemen,Hudaydah,Houthi extremists (Ansar Allah),Unknown,Unknown,Private Citizens & Property
5699,2019-04-23,India,Tahakadod,Maoists,2,0,Private Citizens & Property
5700,2019-04-23,India,Kader,Maoists,0,2,Private Citizens & Property
5701,2019-04-23,Syria,Daraa,Unknown,1,0,Private Citizens & Property
5702,2019-04-23,India,Raninanagar,Unknown,0,0,Private Citizens & Property
5703,2019-04-23,India,Domkal,Unknown,0,1,Private Citizens & Property
5704,2019-04-23,United States,Austin,Anti-Muslim extremists,0,0,Religious Figures/Institutions
5705,2019-04-23,India,Pachpedi,Maoists,0,0,Unknown
5706,2019-04-23,India,Kuanria,Communist Party of India - Maoist (CPI-Maoist) (suspected),0,0,Government (General)
5707,2019-04-23,Pakistan,Mir Hassan,Unknown,0,0,Government (Diplomatic)
5708,2019-04-23,Pakistan,Dera Allah Yar,Unknown,0,12,Private Citizens & Property
5709,2019-04-23,India,Bandarchua,Maoists,0,0,Unknown
5710,2019-04-23,Burkina Faso,Liki,Muslim extremists (suspected),4,0,Transportation
5711,2019-04-23,Yemen,Hudaydah,Houthi extremists (Ansar Allah),24,Unknown,Military
5712,2019-04-23,Nigeria,Kauwa,Boko Haram,3,Unknown,Military
5713,2019-04-23,United States,Sunnyvale,Anti-Muslim extremists,0,8,Private Citizens & Property
5714,2019-04-23,Somalia,Jowhar,Al-Shabaab,1,5,Military
5715,2019-04-23,Iraq,Baqubah,Unknown,1,0,Military
5716,2019-04-23,Philippines,Beri,New People's Army (NPA),6,6,Military
5717,2019-04-23,Philippines,Bandiangon,New People's Army (NPA),Unknown,1,Government (General)
5718,2019-04-23,Cameroon,Fundong,Separatists,0,0,Government (General)
5719,2019-04-23,Cameroon,Bamenda,Unknown,0,1,"Educational Institution,Educational Institution"
5720,2019-04-23,Pakistan,Bannu,Hizb-ul-Ahrar (HuA),1,0,Police
5721,2019-04-22,Myanmar,Kaing Gyi,Arakan Army (AA),0,0,Unknown
5722,2019-04-22,Syria,Arihah,Unknown,0,1,Private Citizens & Property
5723,2019-04-22,Libya,Tripoli,Nawasi Brigade,Unknown,Unknown,Government (General)
5724,2019-04-22,India,Imphal,Unknown,0,1,"Military,Educational Institution"
5725,2019-04-22,Pakistan,Torkhel,Hizb-ul-Ahrar (HuA),1,2,Military
5726,2019-04-22,Philippines,Pimbalayan,Bangsamoro Islamic Freedom Movement (BIFM),0,0,Religious Figures/Institutions
5727,2019-04-22,Philippines,Alimango,Unknown,1,0,Government (General)
5728,2019-04-22,Uganda,Kanungu district,Unknown,0,0,Private Citizens & Property
5729,2019-04-22,Democratic Republic of the Congo,Beni district,Unknown,6,1,Police
5730,2019-04-22,Afghanistan,Qarabagh district,Taliban,0,0,Private Citizens & Property
5731,2019-04-22,India,Imphal,Kangleipak Communist Party (KCP),0,0,Educational Institution
5732,2019-04-22,India,Sopore,Unknown,0,0,Police
5733,2019-04-22,Switzerland,Zurich,Unknown,0,0,Government (Diplomatic)
5734,2019-04-22,Iraq,Baaj,Islamic State of Iraq and the Levant (ISIL),0,0,Private Citizens & Property
5735,2019-04-22,Afghanistan,Chaparhar district,Khorasan Chapter of the Islamic State,0,0,Private Citizens & Property
5736,2019-04-22,Somalia,Mogadishu,Al-Shabaab,0,2,Private Citizens & Property
5737,2019-04-22,Pakistan,Dera Murad Jamali,Unknown,0,10,"Police,Private Citizens & Property"
5738,2019-04-22,Yemen,Hamk,Houthi extremists (Ansar Allah),0,0,Transportation
5739,2019-04-21,Yemen,Zaqma,Houthi extremists (Ansar Allah),Unknown,Unknown,Military
5740,2019-04-21,Yemen,Tabbasha,Houthi extremists (Ansar Allah),Unknown,Unknown,Military
5741,2019-04-21,Yemen,Khadra,Houthi extremists (Ansar Allah),Unknown,Unknown,Military
5742,2019-04-21,Libya,Tripoli,Unknown,0,0,Private Citizens & Property
5743,2019-04-22,Myanmar,Maungdaw district,Arakan Rohingya Salvation Army (ARSA),Unknown,Unknown,Police
5744,2019-04-21,Myanmar,Nayon Taung,Arakan Army (AA),0,0,Military
5745,2019-04-21,Pakistan,Burewala,Unknown,0,2,Police
5746,2019-04-21,Philippines,Kauran,Bangsamoro Islamic Freedom Movement (BIFM),0,0,Military
5747,2019-04-21,Philippines,Kauran,Bangsamoro Islamic Freedom Movement (BIFM),0,1,Police
5748,2019-04-21,South Africa,Cape Town,Unknown,0,0,Transportation
5749,2019-04-19,Afghanistan,Shirin Tagab district,Taliban,1,1,Private Citizens & Property
5750,2019-04-21,Somalia,Tareedisho,Unknown,0,2,Military
5751,2019-04-21,Afghanistan,Qarabagh district,Taliban,1,0,Military
5752,2019-04-21,Mali,Guire,Jamaat Nusrat al-Islam wal Muslimin (JNIM),11,Unknown,Military
5753,2019-04-21,Saudi Arabia,Al-Zulfi,Najd Province of the Islamic State,4,3,Police
5754,2019-04-21,Iraq,Baghdad,Unknown,0,0,Government (General)
5755,2019-04-20,Somalia,Balli Doogle,Al-Shabaab,2,0,Military
5756,2019-04-20,Somalia,Sabiid,Unknown,2,3,Military
5757,2019-04-21,Pakistan,Shawal,Unknown,1,1,Military
5758,2019-04-21,Sri Lanka,Katunayake,"Islamic State of Iraq and the Levant (ISIL) (suspected),Jamaat al-Tawhid al-Watania,National Thowheeth Jama'ath",0,0,Airports and Aircraft
5759,2019-04-21,Sri Lanka,Dehiwala,"Islamic State of Iraq and the Levant (ISIL) (suspected),Jamaat al-Tawhid al-Watania,National Thowheeth Jama'ath",38,71,"Business,Private Citizens & Property"
5760,2019-04-21,Sri Lanka,Batticaloa,"Islamic State of Iraq and the Levant (ISIL) (suspected),Jamaat al-Tawhid al-Watania,National Thowheeth Jama'ath",38,71,"Religious Figures/Institutions,Private Citizens & Property"
5761,2019-04-21,Sri Lanka,Colombo,"Islamic State of Iraq and the Levant (ISIL) (suspected),Jamaat al-Tawhid al-Watania,National Thowheeth Jama'ath",38,71,"Business,Private Citizens & Property"
5762,2019-04-21,Sri Lanka,Colombo,"Islamic State of Iraq and the Levant (ISIL) (suspected),Jamaat al-Tawhid al-Watania,National Thowheeth Jama'ath",38,71,"Business,Private Citizens & Property"
5763,2019-04-21,Sri Lanka,Colombo,"Islamic State of Iraq and the Levant (ISIL) (suspected),Jamaat al-Tawhid al-Watania,National Thowheeth Jama'ath",38,72,"Business,Private Citizens & Property"
5764,2019-04-21,Sri Lanka,Negombo,"Islamic State of Iraq and the Levant (ISIL) (suspected),Jamaat al-Tawhid al-Watania,National Thowheeth Jama'ath",38,72,"Religious Figures/Institutions,Private Citizens & Property"
5765,2019-04-21,Sri Lanka,Colombo,"Islamic State of Iraq and the Levant (ISIL) (suspected),Jamaat al-Tawhid al-Watania,National Thowheeth Jama'ath",38,72,"Religious Figures/Institutions,Private Citizens & Property"
5766,2019-04-20,Burkina Faso,Unknown,Unknown,Unknown,Unknown,Business
5767,2019-04-19,Yemen,Jumhori,Unknown,1,0,Police
5768,2019-04-20,Syria,Tafas,Unknown,1,0,Private Citizens & Property
5769,2019-04-20,Nepal,Pokhara,Unknown,0,0,Private Citizens & Property
5770,2019-04-20,Syria,Aleppo,Hay'at Tahrir al-Sham,23,Unknown,Military
5771,2019-04-20,Nigeria,Bujum,Fulani extremists,Unknown,Unknown,Private Citizens & Property
5772,2019-04-20,Nigeria,Bolki,Fulani extremists,Unknown,Unknown,Private Citizens & Property
5773,2019-04-20,Nigeria,Bolon,Fulani extremists,13,Unknown,Private Citizens & Property
5774,2019-04-20,India,Jablipora,Unknown,0,1,Private Citizens & Property
5775,2019-04-20,Democratic Republic of the Congo,Katwa,Mayi Mayi,1,0,Business
5776,2019-04-20,Turkey,Cukurca district,Kurdistan Workers' Party (PKK),24,6,Military
5777,2019-04-20,Iraq,Hawad,Unknown,2,3,Police
5778,2019-04-20,Afghanistan,Kokcha,Taliban,1,0,"Military,Private Citizens & Property"
5779,2019-04-20,Yemen,Taizz,Unknown,0,2,Military
5780,2019-04-20,Yemen,Marib district,Unknown,1,0,Military
5781,2019-04-20,Yemen,Hudaydah,Houthi extremists (Ansar Allah),2,0,Private Citizens & Property
5782,2019-04-20,Somalia,Golweyn,Al-Shabaab,Unknown,Unknown,Private Citizens & Property
5783,2019-04-20,Yemen,Taizz,Abu Abbas Brigade,1,0,Private Citizens & Property
5784,2019-04-19,Yemen,At Tuhayta,Houthi extremists (Ansar Allah),1,0,Terrorists/Non-state Militia
5785,2019-04-20,Afghanistan,Kabul,Khorasan Chapter of the Islamic State,15,5,"Government (General),Police,Private Citizens & Property"
5786,2019-04-20,Tunisia,Unknown,Unknown,0,4,Private Citizens & Property
5787,2019-04-20,Iraq,Baghdad,Unknown,0,0,Private Citizens & Property
5788,2019-04-20,Mali,Douentza district,Jamaat Nusrat al-Islam wal Muslimin (JNIM),2,3,Government (Diplomatic)
5789,2019-04-20,Afghanistan,Dashti Qala district,Taliban,5,8,Private Citizens & Property
5790,2019-04-18,Afghanistan,Urgun district,Unknown,0,1,Government (General)
5791,2019-04-19,Afghanistan,Nurgaram district,Taliban,1,4,Police
5792,2019-04-20,Pakistan,Datta Khel,Unknown,0,2,Military
5793,2019-04-19,Afghanistan,Dawlatabad district,Taliban,7,6,"Military,Private Citizens & Property"
5794,2019-04-18,Libya,Sabha,Fezzan Province of the Islamic State,4,6,"Airports and Aircraft,Military"
5795,2019-04-19,Afghanistan,Awzan Saqal,Taliban,2,0,Private Citizens & Property
5796,2019-04-19,Philippines,Tagusao,New People's Army (NPA) (suspected),1,0,Military
5797,2019-04-19,India,Damhal Hanjipora,Unknown,0,1,Police
5798,2019-04-19,Yemen,Kadah,Houthi extremists (Ansar Allah),1,Unknown,Private Citizens & Property
5799,2019-04-19,Russia,Ramensky district,Neo-Nazi extremists,0,0,Religious Figures/Institutions
5800,2019-04-19,Afghanistan,Naw Bori,Taliban,7,6,Terrorists/Non-state Militia
5801,2019-04-19,Democratic Republic of the Congo,Butembo,Mayi Mayi,1,2,Business
5802,2019-04-19,Yemen,Sanah,Houthi extremists (Ansar Allah),Unknown,Unknown,Terrorists/Non-state Militia
5803,2019-04-19,Somalia,Garbahaareey,Al-Shabaab,3,Unknown,Military
5804,2019-04-19,Somalia,Mahas,Al-Shabaab,1,2,"Government (General),Police,Private Citizens & Property"
5805,2019-04-19,Yemen,Al-Jomhouri,Abu Abbas Brigade,1,Unknown,Police
5806,2019-04-19,Afghanistan,Zurmat district,Unknown,4,0,Military
5807,2019-04-19,India,Sopore,Jaish-e-Mohammad (JeM),1,0,Military
5808,2019-04-19,Iraq,Mosul,Islamic State of Iraq and the Levant (ISIL),0,0,Business
5809,2019-04-19,Iraq,Basra,Unknown,1,0,Military
5810,2019-04-19,Iraq,Baghdad,Unknown,0,0,Unknown
5811,2019-04-19,Afghanistan,Herat,Taliban,3,2,Government (General)
5812,2019-04-19,Cameroon,Bafut,Unknown,Unknown,Unknown,"Private Citizens & Property,Private Citizens & Property"
5813,2019-04-18,Philippines,San Mateo,New People's Army (NPA),1,0,Private Citizens & Property
5814,2019-04-18,United States,Sunland Park,United Constitutional Patriots,0,0,Private Citizens & Property
5815,2019-04-18,Nepal,Kawasoti,Unknown,0,0,Government (General)
5816,2019-04-18,Nepal,Unknown,Unknown,0,0,Unknown
5817,2019-04-18,Nepal,Hetauda,Unknown,0,0,Government (General)
5818,2019-04-18,Nepal,Pokhara,Communist Party of Nepal - Maoist (CPN-Maoist-Chand),0,0,Private Citizens & Property
5819,2019-04-18,Nepal,Pokhara,Unknown,0,0,Journalists & Media
5820,2019-04-18,Nepal,Pokhara,Unknown,0,0,Business
5821,2019-04-18,Nepal,Lekhnath,Communist Party of Nepal - Maoist (CPN-Maoist-Chand) (suspected),0,0,Military
5822,2019-04-18,India,Korkoti,Maoists,0,1,"Police,Government (General)"
5823,2019-04-18,Afghanistan,Qarqin district,Taliban,0,0,Private Citizens & Property
5824,2019-04-18,Nepal,Sundarharaincha,Unknown,0,0,Unknown
5825,2019-04-18,India,Kataphulbari,Unknown,0,0,Journalists & Media
5826,2019-04-18,India,Imphal,Unknown,0,0,Government (General)
5827,2019-04-18,Nepal,Pokhara,Communist Party of Nepal - Maoist (CPN-Maoist-Chand) (suspected),0,1,Government (General)
5828,2019-04-18,Syria,Mayadin,Islamic State of Iraq and the Levant (ISIL),14,Unknown,"Military,Terrorists/Non-state Militia"
5829,2019-04-20,Syria,Saraya,Hay'at Tahrir al-Sham,5,0,Military
5830,2019-04-18,Syria,Kam,Islamic State of Iraq and the Levant (ISIL),27,Unknown,Military
5831,2019-04-18,Somalia,Mogadishu,Unknown,5,6,Private Citizens & Property
5832,2019-04-18,Afghanistan,Puli Khumri,Unknown,0,1,Private Citizens & Property
5833,2019-04-18,Afghanistan,Kunduz,Taliban,1,0,Police
5834,2019-04-14,Afghanistan,Asia Khan,Taliban,0,2,"Private Citizens & Property,Police"
5835,2019-04-18,India,Medha,Maoists,0,1,Police
5836,2019-04-18,United Kingdom,Londonderry,The New Irish Republican Army,1,0,"Journalists & Media,Police"
5837,2019-04-17,Afghanistan,Lashkar Gah,Taliban,1,3,Police
5838,2019-04-17,Somalia,Mogadishu,Al-Shabaab,2,3,Government (General)
5839,2019-04-18,Iraq,Baghdad,Unknown,0,1,Military
5840,2019-04-18,Cameroon,Mora,Boko Haram,11,Unknown,Private Citizens & Property
5841,2019-04-18,Cameroon,Wum,Separatists (suspected),0,0,Private Citizens & Property
5842,2019-04-18,Pakistan,Buzi Top,Baloch Raji Ajoi Sangar (BRAS),14,2,"Transportation,Military"
5843,2019-04-17,Kenya,Mandera,Al-Shabaab,0,0,Business
5844,2019-04-17,Somalia,Mogadishu,Al-Shabaab,2,2,"Business,Government (General)"
5845,2019-04-17,Nepal,Simbhanjyang,Communist Party of Nepal - Maoist (CPN-Maoist-Chand),0,0,Private Citizens & Property
5846,2019-04-17,Nepal,Bhimphedi,Communist Party of Nepal - Maoist (CPN-Maoist-Chand),0,0,Private Citizens & Property
5847,2019-04-17,India,Ramrai,Unknown,0,0,Religious Figures/Institutions
5848,2019-04-17,Yemen,Unknown,Houthi extremists (Ansar Allah),4,Unknown,Private Citizens & Property
5849,2019-04-17,United Kingdom,Lisburn,Dissident Republicans,0,0,Private Citizens & Property
5850,2019-04-17,Nigeria,Bolon,Fulani extremists,4,3,Private Citizens & Property
5851,2019-04-17,Myanmar,Baungdote,Arakan Army (AA),Unknown,Unknown,Military
5852,2019-04-17,Myanmar,Baungdote,Arakan Army (AA),Unknown,Unknown,Military
5853,2019-04-17,United States,Parma,Unknown,0,0,Government (General)
5854,2019-04-17,United States,Parma,Unknown,0,0,Government (General)
5855,2019-04-17,India,Kanker district,Maoists,0,0,Business
5856,2019-04-17,Egypt,Al-Rawda,Unknown,0,0,Business
5857,2019-04-17,Philippines,Marcelo,New People's Army (NPA) (suspected),3,1,"Private Citizens & Property,Military"
5858,2019-04-17,Iraq,Riyadh,Islamic State of Iraq and the Levant (ISIL),1,2,Police
5859,2019-04-17,India,Bakaliaghat,Dimasa National Liberation Army (DNLA) (suspected),0,0,Violent Political Party
5860,2019-04-17,India,Nelasnar,Maoists,1,0,Police
5861,2019-04-17,India,Narayanpur district,Maoists,0,0,Unknown
5862,2019-04-17,Thailand,Ban Taseh,Unknown,1,0,Government (General)
5863,2019-04-16,India,Kenduadih Basti,Maoists,1,0,Private Citizens & Property
5864,2019-04-17,India,Giridih district,Maoists,0,0,Business
5865,2019-04-17,India,Phiringia,Communist Party of India - Maoist (CPI-Maoist),0,0,Government (General)
5866,2019-04-17,India,Balandapada,Communist Party of India - Maoist (CPI-Maoist),1,0,Government (General)
5867,2019-04-17,Nepal,Devachuli,Communist Party of Nepal - Maoist (CPN-Maoist-Chand) (suspected),0,0,Business
5868,2019-04-17,India,Khudwani,Unknown,0,2,Military
5869,2019-04-17,India,Doni Wari,Unknown,0,0,Private Citizens & Property
5870,2019-04-17,Afghanistan,Unknown,Unknown,1,0,Unknown
5871,2019-04-17,Somalia,Beled Hawo,Unknown,1,0,Military
5872,2019-04-16,Somalia,Mogadishu,Al-Shabaab,0,5,Police
5873,2019-04-17,Democratic Republic of the Congo,Basimukingi,Unknown,1,0,Government (General)
5874,2019-04-17,Yemen,Rumah district,Unknown,0,3,Government (General)
5875,2019-04-17,Philippines,San Miguel,New People's Army (NPA),1,0,"Private Citizens & Property,Military"
5876,2019-04-17,Iraq,Qaryat ash Shaykhi,Islamic State of Iraq and the Levant (ISIL),1,0,Private Citizens & Property
5877,2019-04-17,India,Nowdal,Unknown,0,1,Police
5878,2019-04-16,United States,Metairie,White supremacists/nationalists,0,1,Private Citizens & Property
5879,2019-04-16,Thailand,Ka Pho district,Unknown,1,0,Police
5880,2019-04-16,Afghanistan,Si Darakht,Taliban,0,0,Business
5881,2019-04-16,Nigeria,Eda,Fulani extremists,2,3,Private Citizens & Property
5882,2019-04-16,Nigeria,Kauwa,Boko Haram,39,20,Military
5883,2019-04-16,United Kingdom,Rasharkin,Dissident Republicans,0,0,Private Citizens & Property
5884,2019-04-16,Somalia,Garas Balley,Al-Shabaab,3,0,"Government (Diplomatic),Military"
5885,2019-04-16,Somalia,Wedow,Al-Shabaab,1,1,Private Citizens & Property
5886,2019-04-16,Somalia,Mogadishu district,Unknown,0,0,Unknown
5887,2019-04-10,Afghanistan,Takhta Pul,Unknown,0,0,Unknown
5888,2019-04-16,Yemen,Durayhami,Houthi extremists (Ansar Allah),0,0,Private Citizens & Property
5889,2019-04-16,United Kingdom,Rasharkin,Dissident Republicans,0,0,Private Citizens & Property
5890,2019-04-16,United Kingdom,Armagh,Dissident Republicans,0,0,Private Citizens & Property
5891,2019-04-16,Afghanistan,Achin district,Khorasan Chapter of the Islamic State,3,0,Terrorists/Non-state Militia
5892,2019-04-16,Afghanistan,Dawlatabad district,Taliban,Unknown,Unknown,Private Citizens & Property
5893,2019-04-16,Somalia,Balcad district,Al-Shabaab,0,0,Private Citizens & Property
5894,2019-04-16,Somalia,Madaran,Al-Shabaab,Unknown,Unknown,Military
5895,2019-04-16,Democratic Republic of the Congo,Kamango,"Central Africa Province of the Islamic State,Allied Democratic Forces (ADF)",3,Unknown,"Military,Private Citizens & Property"
5896,2019-04-16,Libya,Tripoli,Unknown,2,11,Private Citizens & Property
5897,2019-04-16,Libya,Tripoli,Unknown,2,12,Private Citizens & Property
5898,2019-04-16,Libya,Tripoli,Unknown,2,12,Private Citizens & Property
5899,2019-04-16,India,Tral,Unknown,0,0,Private Citizens & Property
5900,2019-04-16,Iraq,Fallujah,Islamic State of Iraq and the Levant (ISIL),0,13,Military
5901,2019-04-16,Afghanistan,Chahar Asyab district,Unknown,0,0,Unknown
5902,2019-04-15,Yemen,Bani Saeed,Houthi extremists (Ansar Allah),Unknown,Unknown,Private Citizens & Property
5903,2019-04-15,Tunisia,Haouaria,Unknown,0,0,Police
5904,2019-04-15,India,Govindpura,Unknown,0,0,Private Citizens & Property
5905,2019-04-15,Yemen,Durayhami,Houthi extremists (Ansar Allah),9,5,Terrorists/Non-state Militia
5906,2019-04-15,India,Awantipora,Unknown,0,0,Police
5907,2019-04-15,India,Madded,Maoists,0,1,Police
5908,2019-04-15,Afghanistan,Marki Khel,Taliban,4,7,Private Citizens & Property
5909,2019-04-15,Afghanistan,Omar Khel,Taliban,1,0,Government (General)
5910,2019-04-15,Afghanistan,Qush Qara,Taliban,Unknown,6,Police
5911,2019-04-15,Afghanistan,Qush Qara,Taliban,1,5,Police
5912,2019-04-15,Philippines,Literon,New People's Army (NPA),0,1,Military
5913,2019-04-15,Philippines,Sultan Kudarat district,Unknown,0,2,Business
5914,2019-04-15,Philippines,Nalundan,New People's Army (NPA),0,2,Police
5915,2019-04-15,Philippines,San Antonio,New People's Army (NPA),2,0,Military
5916,2019-04-15,Afghanistan,Dawlatabad district,Taliban,6,14,Private Citizens & Property
5917,2019-04-15,Afghanistan,Farah,Unknown,0,0,Educational Institution
5918,2019-04-15,Afghanistan,Naw Deh,Unknown,0,0,Educational Institution
5919,2019-04-15,Afghanistan,Gereshk,Unknown,0,12,Private Citizens & Property
5920,2019-04-15,Afghanistan,Farah,Taliban,4,0,Police
5921,2019-04-15,Libya,Sidi Khalifah,Unknown,Unknown,Unknown,Private Citizens & Property
5922,2019-04-13,Afghanistan,Kabul,Unknown,1,6,"Military,Private Citizens & Property"
5923,2019-04-14,Yemen,Bani Saeed,Houthi extremists (Ansar Allah),Unknown,Unknown,Private Citizens & Property
5924,2019-04-14,Yemen,Taizz,Unknown,0,0,Government (General)
5925,2019-04-14,Pakistan,Takht Nasrati,Unknown,1,7,Private Citizens & Property
5926,2019-04-15,Nigeria,Kangboro,Fulani extremists (suspected),2,0,Private Citizens & Property
5927,2019-04-14,Syria,Aleppo,Hay'at Tahrir al-Sham,3,3,Private Citizens & Property
5928,2019-04-14,Syria,Aleppo,Hay'at Tahrir al-Sham,3,4,Private Citizens & Property
5929,2019-04-14,Iraq,Khan Bani Saad,Unknown,1,0,Military
5930,2019-04-14,Pakistan,Jungshahi,Unknown,0,0,Transportation
5931,2019-04-14,Nigeria,Nunma,Fulani extremists,16,14,Private Citizens & Property
5932,2019-04-14,Afghanistan,Toshipla,Unknown,2,0,Unknown
5933,2019-04-14,India,Kanadi,Maoists,1,0,Private Citizens & Property
5934,2019-04-14,India,Saran,Communist Party of India - Maoist (CPI-Maoist),Unknown,Unknown,Business
5935,2019-04-14,Afghanistan,Maruf district,Taliban,21,15,Police
5936,2019-04-14,Afghanistan,Asiab Gorg,Taliban,1,1,"Private Citizens & Property,Police"
5937,2019-04-14,Chad,Mbohama,Boko Haram,70,15,Military
5938,2019-04-14,Nigeria,Ikot Effiom,Unknown,1,0,"Government (General),Police"
5939,2019-04-14,Afghanistan,Arghandab district,Unknown,1,0,Police
5940,2019-04-13,Afghanistan,Archto,Taliban,0,0,Private Citizens & Property
5941,2019-04-14,Afghanistan,Qalat district,Unknown,3,2,Military
5942,2019-04-14,Afghanistan,Wazir Manda,Taliban,5,0,Military
5943,2019-04-14,Afghanistan,Nad Ali district,Taliban,5,0,Military
5944,2019-04-14,Nigeria,Kwarangulum,Boko Haram,Unknown,Unknown,Private Citizens & Property
5945,2019-04-14,Afghanistan,Tashkan district,Taliban,5,8,Military
5946,2019-04-14,Afghanistan,Jurm district,Taliban,5,13,Military
5947,2019-04-14,Afghanistan,Stogan,Taliban,5,9,Police
5948,2019-04-14,Afghanistan,Ghazni,Unknown,1,0,Police
5949,2019-04-14,Colombia,Riosucio district,Gaitanista Self-Defense Forces of Colombia (AGC),1,0,Private Citizens & Property
5950,2019-04-14,Colombia,Tibu district,National Liberation Army of Colombia (ELN),0,0,Utilities
5951,2019-04-14,Colombia,Arauquita district,National Liberation Army of Colombia (ELN),0,0,Utilities
5952,2019-04-14,Afghanistan,Mihtarlam,Taliban,7,8,Private Citizens & Property
5953,2019-04-13,Philippines,Quirino,New People's Army (NPA),Unknown,Unknown,Military
5954,2019-04-13,Afghanistan,Zebak district,Taliban,5,3,Military
5955,2019-04-13,Afghanistan,Sangin district,Taliban,5,0,Military
5956,2019-04-13,India,Khaira,Communist Party of India - Maoist (CPI-Maoist),1,0,Private Citizens & Property
5957,2019-04-13,Philippines,Laga-an,Unknown,1,0,Military
5958,2019-04-13,Yemen,Sanaa,Houthi extremists (Ansar Allah),0,0,Private Citizens & Property
5959,2019-04-13,Thailand,Rangae district,Unknown,0,5,Military
5960,2019-04-13,Thailand,Rangae district,Unknown,1,0,Military
5961,2019-04-13,Afghanistan,Dih Bala district,Khorasan Chapter of the Islamic State,8,2,Police
5962,2019-04-13,India,Koleng,Maoists,0,10,Private Citizens & Property
5963,2019-04-13,Nigeria,Gboko,Unknown,1,0,Private Citizens & Property
5964,2019-04-13,Afghanistan,Nahrin district,Taliban,7,Unknown,Police
5965,2019-04-13,Afghanistan,Dashti Qala district,Taliban,0,2,Government (General)
5966,2019-04-13,Afghanistan,Dashti Qala district,Taliban,1,1,Police
